Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity L_1312	LFQ intensity L_1313	LFQ intensity L_1326	LFQ intensity L_1331	LFQ intensity L_1488	LFQ intensity L_1492	LFQ intensity L_1503	LFQ intensity L_1506	LFQ intensity P_1311	LFQ intensity P_1315	LFQ intensity P_1316	LFQ intensity P_1317	LFQ intensity P_1323	LFQ intensity P_1497	LFQ intensity P_1501	LFQ intensity P_1502	LFQ intensity P_1505	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_005663427.1;NP_001001632.1;XP_005663431.1;XP_005663430.1;XP_020944392.1;XP_020944391.1;XP_020944393.1;XP_013852498.1;XP_005663433.1	XP_005663427.1;NP_001001632.1;XP_005663431.1;XP_005663430.1;XP_020944392.1;XP_020944391.1	tropomyosin alpha-3 chain isoform X15 [Sus scrofa]; tropomyosin alpha-3 chain [Sus scrofa]; tropomyosin alpha-3 chain isoform X17 [Sus scrofa]; tropomyosin alpha-3 chain isoform X18 [Sus scrofa]; tropomyosin alpha-3 chain isoform X11 [Sus scrofa]; tropomy	22	22	0	1180300000	1030900000	1204100000	1231000000	1230300000	1074800000	1312300000	1158500000	1311800000	1151100000	1041400000	1113400000	1211200000	1281700000	1198800000	1197500000	1200000000	NA	NA	NA	TPM3	TPM3;TPM3;TPM3;TPM3;TPM3	muscle filament sliding;actin filament organization;muscle contraction	GO:003004; GO:000701; GO:000693	stress fiber;extracellular exosome;muscle thin filament tropomyosin;actin filament;cytoskeleton;cytosol;actin cytoskeleton	GO:000172; GO:007006; GO:000586; GO:000588; GO:000585; GO:000582; GO:001562	 Cardiac muscle contraction; Pathways in cancer; Thyroid cancer; Hypertrophic cardiomyopathy (HCM); Adrenergic signaling in cardiomyocytes	hsa0426; hsa0520; hsa0521; hsa0541; hsa0426	molecular_function;protein binding;actin filament binding	GO:000367; GO:000551; GO:005101
NP_001001634.1	NP_001001634.1	40S ribosomal protein S17 [Sus scrofa]	6	6	6	315720000	293800000	354450000	319000000	359920000	396380000	311000000	308000000	354920000	318020000	337120000	287290000	312640000	322140000	350180000	300120000	341660000	NA	NA	NA	RPS17	RPS17;NA;NA;NA;NA	rRNA processing;viral transcription;ribosomal small subunit biogenesis;translational initiation;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;SRP-dependent cotranslational protein targeting to membrane;erythrocyte homeostasis	GO:000636; GO:001908; GO:004227; GO:000641; GO:000018; GO:000661; GO:003410	focal adhesion;membrane;synapse;nucleoplasm;cytosol;ribosome;cytosolic small ribosomal subunit	GO:000592; GO:001602; GO:004520; GO:000565; GO:000582; GO:000584; GO:002262	 Ribosome	hsa0301	RNA binding;structural constituent of ribosome	GO:000372; GO:000373
NP_001001635.1	NP_001001635.1	eukaryotic translation initiation factor 1b [Sus scrofa]	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6948500	0	0	NA	NA	NA	EIF1B	EIF1B;NA;NA;NA;NA	translational initiation;regulation of translational initiation	GO:000641; GO:000644	cellular_component;eukaryotic 43S preinitiation complex	GO:000557; GO:001628	 RNA transport	hsa0301	RNA binding;translation initiation factor activity;ribosomal small subunit binding	GO:000372; GO:000374; GO:004302
XP_020924241.1;NP_001001636.1;XP_020955745.1	XP_020924241.1;NP_001001636.1	60S ribosomal protein L32 isoform X1 [Sus scrofa]; 60S ribosomal protein L32 [Sus scrofa]	6	6	6	533800000	388520000	444020000	409070000	468820000	428890000	430800000	436030000	524920000	405460000	455030000	411360000	410060000	372520000	505140000	447870000	418270000	NA	NA	NA	RPL32	RPL32;RPL32;NA;NA;NA	translational initiation;viral transcription;cytoplasmic translation;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;translation;SRP-dependent cotranslational protein targeting to membrane	GO:000641; GO:001908; GO:000218; GO:000018; GO:000641; GO:000661	membrane;polysomal ribosome;cytosolic large ribosomal subunit;cytosol	GO:001602; GO:004278; GO:002262; GO:000582	 Ribosome	hsa0301	RNA binding;structural constituent of ribosome	GO:000372; GO:000373
NP_001001638.1	NP_001001638.1	60S ribosomal protein L11 [Sus scrofa]	4	4	4	109290000	112260000	88988000	104860000	81058000	105300000	132170000	92017000	101070000	93823000	97824000	106080000	101150000	101020000	98192000	92155000	104160000	NA	NA	NA	RPL11	RPL11;NA;NA;NA;NA	SRP-dependent cotranslational protein targeting to membrane;protein localization to nucleus;negative regulation of ubiquitin protein ligase activity;regulation of signal transduction by p53 class mediator;protein targeting;positive regulation of gene expression;cytoplasmic translation;viral transcription;positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator;translation;protein stabilization;ribosomal large subunit biogenesis;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process;positive regulation of protein binding;ribosomal large subunit assembly;rRNA processing;negative regulation of protein neddylation	GO:000661; GO:003450; GO:190466; GO:190179; GO:000660; GO:001062; GO:000218; GO:001908; GO:190225; GO:000641; GO:005082; GO:004227; GO:000018; GO:003243; GO:200005; GO:003209; GO:000002; GO:000636; GO:200043	cytoplasm;macromolecular complex;nucleoplasm;nucleolus;membrane;cytosolic large ribosomal subunit;polysomal ribosome;extracellular exosome;cytosol	GO:000573; GO:003299; GO:000565; GO:000573; GO:001602; GO:002262; GO:004278; GO:007006; GO:000582	 Ribosome	hsa0301	5S rRNA binding;RNA binding;ubiquitin protein ligase binding;structural constituent of ribosome;ubiquitin ligase inhibitor activity;protein binding	GO:000809; GO:000372; GO:003162; GO:000373; GO:199094; GO:000551
NP_001001640.1	NP_001001640.1	amine oxidase [flavin-containing] A [Sus scrofa]	13	12	4	87062000	96631000	86524000	85797000	84744000	103270000	81566000	107920000	106560000	112440000	112120000	146480000	108410000	112030000	89743000	83445000	94703000	NA	NA	NA	MAOA	MAOA;NA;NA;NA;NA	cytokine-mediated signaling pathway;dopamine catabolic process;positive regulation of signal transduction;cellular biogenic amine metabolic process;neurotransmitter catabolic process;oxidation-reduction process	GO:001922; GO:004242; GO:000996; GO:000657; GO:004213; GO:005511	integral component of membrane;mitochondrion;mitochondrial outer membrane	GO:001602; GO:000573; GO:000574	 Dopaminergic synapse; Amphetamine addiction; Serotonergic synapse; Glycine, serine and threonine metabolism; Tyrosine metabolism; Arginine and proline metabolism; Tryptophan metabolism; Metabolic pathways; Phenylalanine metabolism; Drug metabolism - cytochrome P450; Histidine metabolism	hsa0472; hsa0503; hsa0472; hsa0026; hsa0035; hsa0033; hsa0038; hsa0110; hsa0036; hsa0098; hsa0034	primary amine oxidase activity	GO:000813
NP_001001641.1	NP_001001641.1	bifunctional epoxide hydrolase 2 [Sus scrofa]	34	34	34	1084900000	1429000000	1253200000	1051100000	1304900000	1514600000	1279200000	1504800000	1000800000	1379100000	1029600000	1390000000	1377300000	1082200000	946110000	1053900000	1189900000	NA	NA	NA	EPHX2	EPHX2;NA;NA;NA;NA	positive regulation of gene expression;positive regulation of blood vessel diameter;protein targeting to peroxisome;epoxygenase P450 pathway;regulation of blood pressure;long-chain fatty acid biosynthetic process;phospholipid dephosphorylation;inflammatory response;reactive oxygen species metabolic process;dephosphorylation;drug metabolic process;regulation of cholesterol metabolic process;response to toxic substance;stilbene catabolic process;xenobiotic metabolic process;epoxide metabolic process;cellular calcium ion homeostasis;cholesterol homeostasis	GO:001062; GO:009775; GO:000662; GO:001937; GO:000821; GO:004275; GO:004683; GO:000695; GO:007259; GO:001631; GO:001714; GO:009018; GO:000963; GO:004627; GO:000680; GO:009717; GO:000687; GO:004263	peroxisomal matrix;cytosol;extracellular exosome;peroxisome	GO:000578; GO:000582; GO:007006; GO:000577	 Metabolic pathways; Arachidonic acid metabolism; Peroxisome	hsa0110; hsa0059; hsa0414	lipid phosphatase activity;epoxide hydrolase activity;protein homodimerization activity;toxic substance binding;phosphatase activity;magnesium ion binding;receptor binding;10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity	GO:004257; GO:000430; GO:004280; GO:001564; GO:001679; GO:000028; GO:000510; GO:003388
XP_020946860.1;XP_020946859.1;XP_005655600.1;NP_001001642.1;XP_020934280.1;XP_020934279.1;XP_020934278.1;XP_005654323.2;XP_020934277.1;XP_020934276.1;XP_020934274.1;XP_020934273.1;XP_020934272.1;XP_020934271.1;XP_020934270.1	XP_020946860.1;XP_020946859.1;XP_005655600.1;NP_001001642.1	5-AMP-activated protein kinase subunit gamma-1 isoform X1 [Sus scrofa]; 5-AMP-activated protein kinase subunit gamma-1 isoform X1 [Sus scrofa]; 5-AMP-activated protein kinase subunit gamma-1 isoform X1 [Sus scrofa]; 5-AMP-activated protein kinase subu	4	4	4	19500000	13767000	13456000	13910000	15245000	11821000	15711000	12157000	18090000	12515000	13293000	9649500	11925000	10728000	11373000	15168000	10751000	NA	NA	NA	PRKAG1	PRKAG1;PRKAG1;PRKAG1;PRKAG1;NA	fatty acid biosynthetic process;cell cycle arrest;protein phosphorylation;positive regulation of protein kinase activity;signal transduction;spermatogenesis;regulation of macroautophagy;nuclear import;regulation of protein serine/threonine kinase activity;regulation of glycolytic process;positive regulation of gene expression;macroautophagy;regulation of signal transduction by p53 class mediator	GO:000663; GO:000705; GO:000646; GO:004586; GO:000716; GO:000728; GO:001624; GO:005117; GO:007190; GO:000611; GO:001062; GO:001623; GO:190179	nucleoplasm;membrane;cytosol;nucleotide-activated protein kinase complex	GO:000565; GO:001602; GO:000582; GO:003158	 Hypertrophic cardiomyopathy (HCM); Adipocytokine signaling pathway; Non-alcoholic fatty liver disease (NAFLD); FoxO signaling pathway; Insulin signaling pathway; AMPK signaling pathway; Circadian rhythm	hsa0541; hsa0492; hsa0493; hsa0406; hsa0491; hsa0415; hsa0471	AMP-activated protein kinase activity;cAMP-dependent protein kinase activity;ATP binding;AMP binding;protein kinase activity;protein binding;cAMP-dependent protein kinase regulator activity;protein kinase binding;ADP binding	GO:000467; GO:000469; GO:000552; GO:001620; GO:000467; GO:000551; GO:000860; GO:001990; GO:004353
NP_001001643.1	NP_001001643.1	rab GDP dissociation inhibitor beta [Sus scrofa]	28	28	21	891070000	849790000	830420000	824710000	884850000	770720000	792590000	735840000	931340000	832630000	887340000	773580000	848480000	855610000	893370000	797690000	759990000	NA	NA	NA	GDI2	GDI2;NA;NA;NA;NA	neutrophil degranulation;protein transport;small GTPase mediated signal transduction;signal transduction;regulation of small GTPase mediated signal transduction;positive regulation of GTPase activity	GO:004331; GO:001503; GO:000726; GO:000716; GO:005105; GO:004354	synapse;azurophil granule lumen;vesicle;Golgi apparatus;focal adhesion;extracellular exosome;cytosol;membrane;extracellular region;secretory granule lumen;cytoplasm	GO:004520; GO:003557; GO:003198; GO:000579; GO:000592; GO:007006; GO:000582; GO:001602; GO:000557; GO:003477; GO:000573	"NA"	"NA"	protein binding;GTPase activator activity;RNA binding;small GTPase binding	GO:000551; GO:000509; GO:000372; GO:003126
NP_001001770.1	NP_001001770.1	cytochrome b5 [Sus scrofa]	7	7	7	6230300000	6776500000	5856000000	5286200000	5136900000	6568700000	5467800000	6819700000	6180100000	5401700000	5431200000	7180000000	5247700000	5801000000	5455600000	4933400000	6745600000	NA	NA	NA	CYB5A	CYB5A;NA;NA;NA;NA	L-ascorbic acid metabolic process;hydrogen ion transmembrane transport;response to cadmium ion;electron transport chain	GO:001985; GO:190260; GO:004668; GO:002290	intracellular membrane-bounded organelle;cytosol;endoplasmic reticulum membrane;integral component of membrane;mitochondrial outer membrane	GO:004323; GO:000582; GO:000578; GO:001602; GO:000574	"NA"	"NA"	metal ion binding;enzyme binding;cytochrome-c oxidase activity;heme binding	GO:004687; GO:001989; GO:000412; GO:002003
NP_001001771.1;XP_020940379.1	NP_001001771.1	fibrillin-1 precursor [Sus scrofa]	40	40	40	113420000	182630000	150330000	200450000	208550000	221320000	214750000	152500000	207270000	375400000	220030000	258260000	301710000	151520000	162290000	300660000	220950000	NA	NA	NA	FBN1	FBN1;NA;NA;NA;NA	camera-type eye development;extracellular matrix organization;regulation of receptor activity;negative regulation of osteoclast differentiation;negative regulation of osteoclast development;post-translational protein modification;cellular response to insulin-like growth factor stimulus;cellular response to transforming growth factor beta stimulus;skeletal system development;metanephros development;sequestering of BMP in extracellular matrix;cell adhesion mediated by integrin;post-embryonic eye morphogenesis;heart development;cellular protein metabolic process;embryonic eye morphogenesis	GO:004301; GO:003019; GO:001046; GO:004567; GO:200120; GO:004368; GO:199031; GO:007156; GO:000150; GO:000165; GO:003558; GO:003362; GO:004805; GO:000750; GO:004426; GO:004804	endoplasmic reticulum lumen;microfibril;extracellular space;basement membrane;extracellular matrix;extracellular region	GO:000578; GO:000152; GO:000561; GO:000560; GO:003101; GO:000557	"NA"	"NA"	extracellular matrix structural constituent;calcium ion binding;macromolecular complex binding;hormone activity;protein binding;identical protein binding;heparin binding;extracellular matrix constituent conferring elasticity	GO:000520; GO:000550; GO:004487; GO:000517; GO:000551; GO:004280; GO:000820; GO:003002
NP_001001866.1	NP_001001866.1	copper chaperone for superoxide dismutase [Sus scrofa]	6	6	6	17011000	21012000	19650000	27598000	13833000	19974000	17162000	21390000	14332000	17013000	19248000	16196000	28207000	20205000	25313000	16635000	17051000	NA	NA	NA	CCS	CCS;NA;NA;NA;NA	intracellular copper ion transport;metal ion transport;positive regulation of oxidoreductase activity;removal of superoxide radicals;oxidation-reduction process;superoxide metabolic process;cellular response to oxidative stress	GO:001568; GO:003000; GO:005135; GO:001943; GO:005511; GO:000680; GO:003459	nucleus;cytoplasm;cytosol	GO:000563; GO:000573; GO:000582	 Amyotrophic lateral sclerosis (ALS)	hsa0501	copper ion binding;protein binding;protein disulfide oxidoreductase activity;superoxide dismutase activity;cadherin binding;superoxide dismutase copper chaperone activity	GO:000550; GO:000551; GO:001503; GO:000478; GO:004529; GO:001653
NP_001001867.1	NP_001001867.1	galectin-1 [Sus scrofa]	5	5	5	55389000	58223000	94005000	65869000	69086000	61186000	49591000	42575000	49968000	87763000	62099000	63265000	75185000	66424000	54660000	48326000	53580000	NA	NA	NA	LGALS1	LGALS1;NA;NA;NA;NA	response to drug;post-translational protein modification;response to isolation stress;negative regulation of neuron projection development;positive regulation of erythrocyte aggregation;cellular protein metabolic process;plasma cell differentiation;apoptotic process;negative regulation of cell-substrate adhesion;positive regulation of I-kappaB kinase/NF-kappaB signaling;myoblast differentiation;cellular response to organic cyclic compound;cellular response to glucose stimulus;response to axon injury;positive regulation of viral entry into host cell;T cell costimulation;regulation of apoptotic process;positive regulation of dendritic cell differentiation	GO:004249; GO:004368; GO:003590; GO:001097; GO:003412; GO:004426; GO:000231; GO:000691; GO:001081; GO:004312; GO:004544; GO:007140; GO:007133; GO:004867; GO:004659; GO:003129; GO:004298; GO:200120	extracellular space;endoplasmic reticulum lumen;cytosol;nucleus;cell surface;extracellular region;extracellular exosome;cytoplasm	GO:000561; GO:000578; GO:000582; GO:000563; GO:000998; GO:000557; GO:007006; GO:000573	"NA"	"NA"	protein homodimerization activity;laminin binding;RNA binding;lactose binding;protein binding	GO:004280; GO:004323; GO:000372; GO:003039; GO:000551
NP_001001869.1	NP_001001869.1	E3 ubiquitin-protein ligase RNF114 [Sus scrofa]	7	7	7	86038000	73190000	81046000	75643000	80262000	84672000	79416000	68855000	74862000	74700000	67451000	66874000	83992000	70886000	74393000	70529000	58081000	NA	NA	NA	RNF114	RNF114;NA;NA;NA;NA	multicellular organism development;protein polyubiquitination;cell differentiation;spermatogenesis	GO:000727; GO:000020; GO:003015; GO:000728	nucleus;cytosol;plasma membrane	GO:000563; GO:000582; GO:000588	"NA"	"NA"	metal ion binding;transferase activity	GO:004687; GO:001674
XP_020957907.1;XP_020957906.1;XP_005667429.1;NP_001002801.1	XP_020957907.1;XP_020957906.1;XP_005667429.1;NP_001002801.1	apolipoprotein C-III isoform X1 [Sus scrofa]; apolipoprotein C-III isoform X1 [Sus scrofa]; apolipoprotein C-III isoform X1 [Sus scrofa]; apolipoprotein C-III precursor [Sus scrofa]	5	5	5	159380000	193640000	44494000	199210000	252710000	133370000	179890000	191630000	156640000	348190000	333300000	210400000	164580000	251020000	228680000	208020000	209230000	NA	NA	NA	APOC3	APOC3;APOC3;APOC3;APOC3;NA	negative regulation of low-density lipoprotein particle clearance;negative regulation of fatty acid biosynthetic process;negative regulation of cholesterol import;cholesterol efflux;triglyceride catabolic process;negative regulation of receptor-mediated endocytosis;negative regulation of lipoprotein lipase activity;triglyceride homeostasis;phospholipid efflux;retinoid metabolic process;negative regulation of very-low-density lipoprotein particle clearance;regulation of Cdc42 protein signal transduction;high-density lipoprotein particle remodeling;cholesterol homeostasis;reverse cholesterol transport;negative regulation of very-low-density lipoprotein particle remodeling;chylomicron remnant clearance;lipoprotein metabolic process;triglyceride metabolic process;G-protein coupled receptor signaling pathway;negative regulation of triglyceride catabolic process;negative regulation of high-density lipoprotein particle clearance;negative regulation of lipid catabolic process;negative regulation of lipid metabolic process	GO:001098; GO:004571; GO:006062; GO:003334; GO:001943; GO:004826; GO:005100; GO:007032; GO:003370; GO:000152; GO:001091; GO:003248; GO:003437; GO:004263; GO:004369; GO:001090; GO:003438; GO:004215; GO:000664; GO:000718; GO:001089; GO:001098; GO:005099; GO:004583	spherical high-density lipoprotein particle;very-low-density lipoprotein particle;extracellular space;extracellular exosome;chylomicron;extracellular region;early endosome	GO:003436; GO:003436; GO:000561; GO:007006; GO:004262; GO:000557; GO:000576	 PPAR signaling pathway	hsa0332	phospholipid binding;cholesterol binding;lipase inhibitor activity;high-density lipoprotein particle receptor binding;enzyme regulator activity	GO:000554; GO:001548; GO:005510; GO:007065; GO:003023
NP_001003925.1	NP_001003925.1	apolipoprotein F precursor [Sus scrofa]	4	4	4	46161000	27707000	56217000	70403000	56085000	40138000	33070000	38952000	34729000	32675000	51550000	68081000	28374000	45016000	49202000	45933000	47703000	NA	NA	NA	APOF	APOF;NA;NA;NA;NA	lipid transport;cholesterol metabolic process;lipid metabolic process	GO:000686; GO:000820; GO:000662	low-density lipoprotein particle;high-density lipoprotein particle;extracellular space	GO:003436; GO:003436; GO:000561	"NA"	"NA"	receptor binding;lipid transporter activity;cholesterol binding	GO:000510; GO:000531; GO:001548
NP_001004027.1	NP_001004027.1	heme oxygenase 1 [Sus scrofa]	10	10	8	89030000	88414000	82609000	96260000	76927000	86675000	98866000	90504000	76929000	99639000	83684000	75461000	105080000	75170000	74252000	77747000	80293000	NA	NA	NA	HMOX1	HMOX1;NA;NA;NA;NA	angiogenesis;response to oxidative stress;positive regulation of macroautophagy;negative regulation of DNA binding;response to estrogen;regulation of angiogenesis;negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;wound healing involved in inflammatory response;positive regulation of chemokine biosynthetic process;protein homooligomerization;negative regulation of vascular smooth muscle cell proliferation;regulation of transcription from RNA polymerase II promoter in response to oxidative stress;heme catabolic process;positive regulation of smooth muscle cell proliferation;negative regulation of leukocyte migration;positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis;intrinsic apoptotic signaling pathway in response to DNA damage;positive regulation of blood vessel diameter;regulation of transcription from RNA polymerase II promoter in response to iron;negative regulation of neuron apoptotic process;excretion;regulation of blood pressure;intracellular signal transduction;regulation of sequence-specific DNA binding transcription factor activity;cellular response to cisplatin;negative regulation of macroautophagy;endothelial cell proliferation;cellular response to heat;iron ion homeostasis;small GTPase mediated signal transduction;response to hydrogen peroxide;negative regulation of mast cell degranulation;liver regeneration;response to nicotine;cellular response to arsenic-containing substance;positive regulation of cell migration involved in sprouting angiogenesis;negative regulation of epithelial cell apoptotic process;negative regulation of mast cell cytokine production;erythrocyte homeostasis;heme oxidation;cellular iron ion homeostasis;negative regulation of muscle cell apoptotic process;smooth muscle hyperplasia;cellular response to nutrient;positive regulation of apoptotic process;positive regulation of I-kappaB kinase/NF-kappaB signaling;cellular response to hypoxia;low-density lipoprotein particle clearance;cytokine-mediated signaling pathway;negative regulation of sequence-specific DNA binding transcription factor activity;cellular response to cadmium ion	GO:000152; GO:000697; GO:001623; GO:004339; GO:004362; GO:004576; GO:190204; GO:000224; GO:004508; GO:005126; GO:190470; GO:004361; GO:004216; GO:004866; GO:000268; GO:190358; GO:000863; GO:009775; GO:003439; GO:004352; GO:000758; GO:000821; GO:003555; GO:005109; GO:007271; GO:001624; GO:000193; GO:003460; GO:005507; GO:000726; GO:004254; GO:004330; GO:009742; GO:003509; GO:007124; GO:009005; GO:190403; GO:003276; GO:003410; GO:000678; GO:000687; GO:001065; GO:001480; GO:003167; GO:004306; GO:004312; GO:007145; GO:003438; GO:001922; GO:004343; GO:007127	perinuclear region of cytoplasm;caveola;extracellular space;nucleus;cytosol;membrane;nucleolus;endoplasmic reticulum	GO:004847; GO:000590; GO:000561; GO:000563; GO:000582; GO:001602; GO:000573; GO:000578	 Mineral absorption; HIF-1 signaling pathway; MicroRNAs in cancer; Porphyrin and chlorophyll metabolism	hsa0497; hsa0406; hsa0520; hsa0086	phospholipase D activity;protein binding;enzyme binding;heme binding;protein homodimerization activity;metal ion binding;heme oxygenase (decyclizing) activity	GO:000463; GO:000551; GO:001989; GO:002003; GO:004280; GO:004687; GO:000439
